profile-config,,
last-modified,name,profile-id,vendor,protocol,available-version,products-supported,device-type
2019-04-05 13:29:52,cisco-3548,cisco-3548,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 3548 Switch,C1,*,SWITCH
2019-04-05 13:29:51,cisco-3560,cisco-3560,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 3560 Switch,D,*,SWITCH
2019-04-05 13:29:50,cisco-3640,cisco-3640,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 3600 Series Multifunction Platform,C,*,ROUTER
2019-04-05 13:29:49,cisco-3725,cisco-3725,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 3725 MultiService Access Router,D,*,ROUTER
2019-04-05 13:29:48,cisco-3745,cisco-3745,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 3745,C,*,ROUTER
2019-04-05 13:29:47,cisco-3825,cisco-3825,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 3825 Integrated Service Router,D,*,ROUTER
2019-04-05 13:29:46,cisco-3845,cisco-3845,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 3845 Integrated Service Router,D,,ROUTER
2019-04-05 13:29:45,cisco-3850,cisco-3850,Cisco,SNMP,7.0.4,Cisco,C,*,SWITCH
2019-04-05 13:29:44,cisco-3925,cisco-3925,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 3925 Integrated Services Router,C,*,ROUTER
2019-04-05 13:29:43,cisco-4006,cisco-4006,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 4006 Switch,B,*,SWITCH
2019-04-05 13:29:42,cisco-4507,cisco-4507,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 4507,B,*,SWITCH
2019-04-05 13:29:41,cisco-4510,cisco-4510,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 4510,B,*,SWITCH
2019-04-05 13:29:40,cisco-4900m,cisco-4900m,"Cisco Systems, Inc",SNMP,7.0.10,Cisco 4900m Switch,C1,*,SWITCH
2019-04-05 13:29:39,cisco-4924,cisco-4924,"Cisco networks,Inc",SNMP,7.0.5,ME4924-10GE,C1,*,SWITCH
2019-04-05 13:29:38,cisco-4948e,cisco-4948e,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 4948e Switch,C1,*,SWITCH
2019-04-05 13:29:37,cisco-4948,cisco-4948,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 4948 Switch,D,*,SWITCH
2019-04-05 13:29:36,cisco-5508,cisco-5508,"Cisco Systems, Inc",SNMP,7.0.4,cisco 5508 wireless controller,C1,*,UNKNOWN
2019-04-05 13:29:35,cisco-6506,cisco-6506,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 6506,B,*,SWITCH
2019-04-05 13:29:34,cisco-6509,cisco-6509,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 6509,B,*,SWITCH
2019-04-05 13:29:33,cisco-7100,cisco-7100,"Cisco Systems, Inc",SNMP,7.0.5,Cisco CMTS Universal Broadband Router 7100 series,C1,*,CMTS
2019-04-05 13:29:32,cisco-7140,cisco-7140,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 7140 VPN Router,C1,*,ROUTER
2019-04-05 13:29:31,cisco-7201,cisco-7201,"Cisco Systems, Inc",SNMP,7.0.5,7201,D,*,ROUTER
2019-04-05 13:29:20,cisco7204VXR-router,cisco7204VXR-router,"Cisco Systems, Inc",SNMP,7.0.4,7204VXR,C,*,ROUTER
2019-04-05 13:29:19,cisco-7225,cisco-7225,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 7225 Router,C,*,CMTS
2019-04-05 13:29:18,cisco-7301,cisco-7301,"Cisco, Inc",SNMP,7.0.5,Cisco-7301 Router,C,*,ROUTER
2019-04-05 13:29:17,cisco-7304,cisco-7304,"Cisco Systems, Inc",SNMP,7.0.5,Cisco-7304,C,*,ROUTER
2019-04-05 13:29:16,cisco-7603,cisco-7603,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 7603 / 7603-S Router,C,*,ROUTER
2019-04-05 13:29:15,cisco-7606s,cisco-7606s,"Cisco Systems, Inc",SNMP,7.0.7,Cisco 7606-S Router,B,*,ROUTER
2019-04-05 13:29:14,cisco-7606,cisco-7606,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 7606 / 7606-S Router,C,*,ROUTER
2019-04-05 13:29:13,cisco-7609,cisco-7609,"Cisco Systems, Inc",SNMP,7.0.7,Cisco 7609 / 7609-S Router,B,*,ROUTER
2019-04-05 13:29:12,cisco-ace10,cisco-ace10,"Cisco Systems, Inc",SNMP,7.0.4,Cisco ACE10 K9,D,*,SWITCH
2019-04-05 13:29:11,cisco-ap-1100,cisco-ap-1100,"Cisco Systems, Inc",SNMP,7.0.4,Cisco Aironet 1100 Series Access Point,D,*,ACCESS_POINT
2019-04-05 13:29:10,cisco-ap-1200,cisco-ap-1200,"Cisco Systems, Inc",SNMP,7.0.4,Cisco Aironet 1200 Series Access Point,D,*,ACCESS_POINT
2019-04-05 13:29:09,cisco-as5400,cisco-as5400,"Cisco Systems, Inc",SNMP,7.0.4,Cisco AS5400 Router,C,*,ROUTER
2019-04-05 13:29:08,cisco-asa-5505,cisco-asa-5505,"Cisco Systems, Inc",SNMP,7.0.4,Cisco ASA 5505,D,*,FIREWALL
2019-04-05 13:29:07,cisco-asa-5510,cisco-asa-5510,"Cisco Systems, Inc",SNMP,7.0.4,Cisco ASA 5510,D,*,FIREWALL
2019-04-05 13:29:06,cisco-asa-5550,cisco-asa-5550,"Cisco Systems, Inc",SNMP,7.0.5,Cisco ASA 5550,D,*,FIREWALL
2019-04-05 13:29:05,cisco-asr9900,cisco-asr9900,"Cisco Systems, Inc",SNMP,7.0.16,Cisco ASR 9900,B,*,ROUTER
2019-04-05 13:29:04,cisco-bac,cisco-bac,"Cisco Systems,Inc",SNMP,7.0.4,Broadband Access Center,EMS,4.2,SERVER
